repo,parent,weight
https://github.com/prysmaticlabs/prysm,ethereum,0.014705882352941176
https://github.com/ethereum/go-ethereum,ethereum,0.014705882352941176
https://github.com/sigp/lighthouse,ethereum,0.014705882352941176
https://github.com/consensys/teku,ethereum,0.014705882352941176
https://github.com/status-im/nimbus-eth2,ethereum,0.014705882352941176
https://github.com/chainsafe/lodestar,ethereum,0.014705882352941176
https://github.com/ethers-io/ethers.js,ethereum,0.014705882352941176
https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,0.014705882352941176
https://github.com/grandinetech/grandine,ethereum,0.014705882352941176
https://github.com/nethermindeth/nethermind,ethereum,0.014705882352941176
https://github.com/hyperledger/besu,ethereum,0.014705882352941176
https://github.com/erigontech/erigon,ethereum,0.014705882352941176
https://github.com/paradigmxyz/reth,ethereum,0.014705882352941176
https://github.com/ethereum/py-evm,ethereum,0.014705882352941176
https://github.com/eth-infinitism/account-abstraction,ethereum,0.014705882352941176
https://github.com/nomicfoundation/hardhat,ethereum,0.014705882352941176
https://github.com/safe-global/safe-smart-account,ethereum,0.014705882352941176
https://github.com/a16z/helios,ethereum,0.014705882352941176
https://github.com/ethereum/web3.py,ethereum,0.014705882352941176
https://github.com/hyperledger-web3j/web3j,ethereum,0.014705882352941176
https://github.com/alloy-rs/alloy,ethereum,0.014705882352941176
https://github.com/nethereum/nethereum,ethereum,0.014705882352941176
https://github.com/wevm/viem,ethereum,0.014705882352941176
https://github.com/foundry-rs/foundry,ethereum,0.014705882352941176
https://github.com/ethereum/remix-project,ethereum,0.014705882352941176
https://github.com/apeworx/ape,ethereum,0.014705882352941176
https://github.com/vyperlang/titanoboa,ethereum,0.014705882352941176
https://github.com/vyperlang/vyper,ethereum,0.014705882352941176
https://github.com/ethereum-lists/chains,ethereum,0.014705882352941176
https://github.com/ethereum/solidity,ethereum,0.014705882352941176
https://github.com/ethereum/fe,ethereum,0.014705882352941176
https://github.com/ethereum/sourcify,ethereum,0.014705882352941176
https://github.com/openzeppelin/openzeppelin-contracts,ethereum,0.014705882352941176
https://github.com/scaffold-eth/scaffold-eth-2,ethereum,0.014705882352941176
https://github.com/ethereum/go-ethereum,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/ipfs/go-cid,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/pion/webrtc,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/quic-go/quic-go,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/google/pprof,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/libp2p/go-libp2p,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/chzyer/readline,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/getsentry/sentry-go,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/mattn/go-isatty,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/supranational/blst,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/mmcloughlin/addchain,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/tklauser/go-sysconf,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/go-task/slim-sprig,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/crate-crypto/go-ipa,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/prysmaticlabs/gohashtree,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/sirupsen/logrus,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/stretchr/testify,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/gorilla/websocket,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/urfave/cli,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/uber-go/zap,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/grpc/grpc-go,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/go-playground/validator,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/json-iterator/go,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/golang/groupcache,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/shirou/gopsutil,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/fsnotify/fsnotify,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/kubernetes/client-go,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/onsi/ginkgo,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/etcd-io/bbolt,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/patrickmn/go-cache,https://github.com/prysmaticlabs/prysm,0.0006459948320413437
https://github.com/google/pprof,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/mikemcl/bignumber.js,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/getsentry/sentry-go,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/mattn/go-isatty,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/pion/stun,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/supranational/blst,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/mmcloughlin/addchain,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/tklauser/go-sysconf,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/jedisct1/go-minisign,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/crate-crypto/go-ipa,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/stretchr/testify,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/gorilla/websocket,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/urfave/cli,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/shirou/gopsutil,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/golang/protobuf,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/fsnotify/fsnotify,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/pkg/errors,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/mitchellh/mapstructure,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/golang-jwt/jwt,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/fatih/color,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/syndtr/goleveldb,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/davecgh/go-spew,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/dop251/goja,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/gogo/protobuf,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/russross/blackfriday,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/prometheus/client_golang,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/cockroachdb/pebble,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/klauspost/compress,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/graph-gophers/graphql-go,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/olekukonko/tablewriter,https://github.com/ethereum/go-ethereum,0.0006459948320413437
https://github.com/tokio-rs/tokio,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/clap-rs/clap,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/libp2p/rust-libp2p,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/google/zerocopy,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/servo/rust-smallvec,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/alloy-rs/core,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/mozilla/lmdb-rs,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/crate-crypto/rust-eth-kzg,https://github.com/sigp/lighthouse,0.0006459948320413437
https://github.com/heim-rs/darwin-libproc,https://github.com/sigp/lighthouse,0.0006459948320413437
